MAHAKALI BIKAS BANK LTD.,11000258,NULL,MAHAKALI BIKAS BANK LTD. (MAHENDRANAGAR),Mahendranagar,,Kanchanpur,Kanchanpur,np,np        ,NULL,NULL,NULL,NULL
MAHAKALI BIKAS BANK LTD.,11000259,NULL,MAHAKALI BIKAS BANK LTD. (JHALARI),Main Road , Jhalari,,Kanchanpur,Kanchanpur,np,np        ,NULL,NULL,NULL,NULL
MAHAKALI BIKAS BANK LTD.,11000260,NULL,MAHAKALI BIKAS BANK LTD. (DODHARA CHANDANI),Dodhara, Chandani,,Kanchanpur,Kanchanpur,np,np        ,NULL,NULL,NULL,NULL
SANIMA BANK LTD.,11000267,NULL,SANIMA BANK LTD (NEW BANESHWOR),New Baneshwor, opposite Bakery Cafe,,Kathmandu,Kathmandu,np,np        ,NULL,NULL,NULL,NULL
SANIMA BANK LTD.,11000268,NULL,SANIMA BANK LTD (TEKU),Teku, Mahindra Showroom Building,,Kathmandu,Kathmandu,np,np        ,NULL,NULL,NULL,NULL
GANDAKI BIKAS BANK LTD,11000271,NULL,GANDAKI BIKAS BANK LTD. (LEKHNATH),Lekhnath,,kaski,kaski,np,np        ,NULL,NULL,NULL,NULL
GANDAKI BIKAS BANK LTD,11000272,NULL,GANDAKI BIKAS BANK LTD. (BUTWAL),MIlanchowk,,Rupandehi,Rupandehi,np,np        ,NULL,NULL,NULL,NULL
GANDAKI BIKAS BANK LTD,11000273,NULL,GANDAKI BIKAS BANK LTD. (GORKHA),Haramtari,,Gorkha,Gorkha,np,np        ,NULL,NULL,NULL,NULL
GANDAKI BIKAS BANK LTD,11000274,NULL,GANDAKI BIKAS BANK LTD. (MUGLING),Darechowk, Mugling Bazaar,,chitwan,chitwan,np,np        ,NULL,NULL,NULL,NULL
GANDAKI BIKAS BANK LTD,11000275,NULL,GANDAKI BIKAS BANK LTD. (BESISAHAR),Besisahar,,Lamjung,Lamjung,np,np        ,NULL,NULL,NULL,NULL
GANDAKI BIKAS BANK LTD,11000276,NULL,GANDAKI BIKAS BANK LTD. (KAWASOTI),Kawasoti,,Nawalparasi,Nawalparasi,np,np        ,NULL,NULL,NULL,NULL
GANDAKI BIKAS BANK LTD,11000277,NULL,GANDAKI BIKAS BANK LTD. (NARAYANGHADH),Pulchowk,,Chitwan,Chitwan,np,np        ,NULL,NULL,NULL,NULL
GANDAKI BIKAS BANK LTD,11000278,NULL,GANDAKI BIKAS BANK LTD. (CHORMARA),Chormara,,Nawalparasi,Nawalparasi,np,np        ,NULL,NULL,NULL,NULL
GANDAKI BIKAS BANK LTD,11000279,NULL,GANDAKI BIKAS BANK LTD. (KUSHMA),Kushma, Parbat,,Parbat,Parbat,np,np        ,NULL,NULL,NULL,NULL
GANDAKI BIKAS BANK LTD,11000280,NULL,GANDAKI BIKAS BANK LTD. (BAGLUNG),Shivdhara Chowk,,Baglung,Baglung,np,np        ,NULL,NULL,NULL,NULL
GANDAKI BIKAS BANK LTD,11000281,NULL,GANDAKI BIKAS BANK LTD. (SYANGJA),Pragatinagar,,Syangja,Syangja,np,np        ,NULL,NULL,NULL,NULL
GANDAKI BIKAS BANK LTD,11000282,NULL,GANDAKI BIKAS BANK LTD. (DAMAULI),Safasadak,,Tanahu,Tanahu,np,np        ,NULL,NULL,NULL,NULL
GANDAKI BIKAS BANK LTD,11000285,NULL,GANDAKI BIKAS BANK LTD. (POKHARA),Newroad, Pokhara,,Kaski,Kaski,np,np        ,NULL,NULL,NULL,NULL
MALIKA VIKAS BANK LTD.,11000286,NULL,MALIKA VIKAS BANK LTD. (MANGALSEN),Mangalsen,,Achham,Achham,np,np        ,NULL,NULL,NULL,NULL
MALIKA VIKAS BANK LTD.,11000287,NULL,MALIKA VIKAS BANK LTD. (SANFEBAGAR),Sanfebagar,,Achham,Achham,np,np        ,NULL,NULL,NULL,NULL
MALIKA VIKAS BANK LTD.,11000288,NULL,MALIKA VIKAS BANK LTD. (NEPALGUNJ),Nepalgunj,,Banke,Banke,np,np        ,NULL,NULL,NULL,NULL
MALIKA VIKAS BANK LTD.,11000289,NULL,MALIKA VIKAS BANK LTD. (DADELDHURA),Dadeldhura,,Dadeldhura,Dadeldhura,np,np        ,NULL,NULL,NULL,NULL
MALIKA VIKAS BANK LTD.,11000290,NULL,MALIKA VIKAS BANK LTD. (LAMAHI),Lamahi,,Dang,Dang,np,np        ,NULL,NULL,NULL,NULL
MALIKA VIKAS BANK LTD.,11000291,NULL,MALIKA VIKAS BANK LTD. (TULSIPUR),Tulsipur,,Dang,Dang,np,np        ,NULL,NULL,NULL,NULL
MALIKA VIKAS BANK LTD.,11000292,NULL,MALIKA VIKAS BANK LTD. (PIPALLA),Pipalla,,Doti,Doti,np,np        ,NULL,NULL,NULL,NULL
MALIKA VIKAS BANK LTD.,11000293,NULL,MALIKA VIKAS BANK LTD. (BOUNIYA),Bouniya, Kailali,,Kailali,Kailali,np,np        ,NULL,NULL,NULL,NULL
MALIKA VIKAS BANK LTD.,11000294,NULL,MALIKA VIKAS BANK LTD.(DHANGADHI),Dhangadhi, Kailali,,Kailai,Kailai,np,np        ,NULL,NULL,NULL,NULL
MALIKA VIKAS BANK LTD.,11000295,NULL,MALIKA VIKAS BANK LTD. (LAMKI),Lamki,,Kailali,Kailali,np,np        ,NULL,NULL,NULL,NULL
